NOME_PRODUTO;PRINCIPIO_ATIVO;EMPRESA;CLASSE_TERAPEUTICA;NUMERO_REGISTRO
ALDACTONE;ESPIRONOLACTONA;61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA;DIURETICOS;121100419
ALDAZIDA;ESPIRONOLACTONA + HIDROCLOROTIAZIDA;61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA;ANTI-HIPERTENSIVOS;121100427
ALDIJET;ALGESTONA ACETOFENIDA + ENANTATO DE ESTRADIOL;43312503000105 - SUPERA FARMA LABORATÓRIOS S.A;ANTICONCEPCIONAIS;103720265
ALDOMET;METILDOPA;02433631000120 - ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA;ANTI-HIPERTENSIVOS SIMPLES;137640117
ALDOSTERIN;ESPIRINOLACTONA + ESPIRONOLACTONA;02433631000120 - ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA;ANTI-HIPERTENSIVOS;137640040
ALDURAZYME;LARONIDASE;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;ENZIMA PARA REPOSIÇAO;183260344
ALEKTOS;BILASTINA;61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;ANTI-HISTAMINICOS SISTEMICOS;178170902
ALEKTOS PED;BILASTINA;61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;ANTI-HISTAMINICOS SISTEMICOS;178170909
ALENDIL;ALENDRONATO SÓDICO TRIHIDRATADO;33349473000158 - FARMOQUÍMICA S/A;SUPRESSORES DA REABSORCAO OSSEA;103900123
ALENDIL CÁLCIO D;CARBONATO DE CÁLCIO + COLECALCIFEROL + ALENDRONATO DE SÓDIO TRI-HIDRATADO;33349473000158 - FARMOQUÍMICA S/A;VITAMINAS E SUPLEMENTOS MINERAIS;103900175
ALENDRONATO DE SODIO;ALENDRONATO DE SÓDIO;17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A;SUPRESSORES DA REABSORCAO OSSEA;103700604
ALENDRONATO DE SÓDIO;ALENDRONATO DE SÓDIO TRI-HIDRATADO;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;SUPRESSORES DA REABSORCAO OSSEA;167730074
ALENTHUS XR;CLORIDRATO DE VENLAFAXINA;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;ANTIDEPRESSIVOS;183260010
ALERADINA;DESLORATADINA;45992062000165 - GERMED FARMACEUTICA LTDA;ANTI-HISTAMINICOS SISTEMICOS;105830850
ALERFIN;DIPROPIONATO DE BECLOMETASONA;61363032000146 - CHIESI FARMACÊUTICA LTDA;CORTICOSTEROIDES TOPICOS;100580104
ALERGALIV;LORATADINA;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;ANTIALERGICOS;167730251
ALERGCORTEM;PREDNISONA;25773037000183 - PHARMASCIENCE INDUSTRIA FARMACEUTICA S.A;GLICOCORTICOIDES SISTEMICOS;117170047
ALERGIDEX;BETAMETASONA + MALEATO DE DEXCLORFENIRAMINA;05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;ANTI-HISTAMINICOS SISTEMICOS;155840128
ALERGOMINE;MALEATO DE DEXCLORFENIRAMINA;02814497000107 - CIMED INDUSTRIA S.A;ANTIALERGICOS;143810149
ALEVO;LEVOFLOXACINO HEMIIDRATADO;43312503000105 - SUPERA FARMA LABORATÓRIOS S.A;ANTIBIOTICOS SISTEMICOS SIMPLES;103720251
ALFAEPOETINA;ALFAEPOETINA;33781055000135 - FUNDAÇÃO OSWALDO CRUZ;OUTROS PRODUTOS QUE ATUAM NO SANGUE E HEMATOPOIESE;110630110
ALFAESTRADIOL;ALFAESTRADIOL;61282661000141 - LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;ANTIALOPECIA;106460190
ALFAINTERFERONA 2B (RECOMBINANTE);ALFAINTERFERONA 2B;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;IMUNOMODULADOR;105730528
ALFAINTERFERONA 2b;ALFAINTERFERONA 2B;33781055000135 - FUNDAÇÃO OSWALDO CRUZ;OUTROS PRODUTOS COM ACAO IMUNOPROTETORA;110630111
ALFAST;CLORIDRATO DE ALFENTANILA MONOIDRATADA;44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;ANALGESICOS NARCOTICOS;102980132
ALFRON;ALPRAZOLAM;00923140000131 - EMS SIGMA PHARMA LTDA;ANSIOLITICOS SIMPLES;135690701
ALGESTONA ACETOFENIDA + ENANTATO DE ESTRADIOL;ALGESTONA ACETOFENIDA + ENANTATO DE ESTRADIOL;57507378000365 - EMS S/A;ANTICONCEPCIONAIS;102350783
ALGEXIN COMPOSTO;BUTIL BROMETO DE ESCOPOLAMINA + DIPIRONA MONOIDRATADA;02814497000107 - CIMED INDUSTRIA S.A;ANTIESPASMODICOS;143810048
ALGICOD;FOSFATO DE CODEÍNA + PARACETAMOL;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;ANALGESICOS NARCOTICOS;100431366
ALGIE;CETOPROFENO;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS;100431353
ALGILIVE;LISINATO DE CETOPROFENO;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;ANTINFLAMATORIOS ANTIREUMATICOS;105730003
ALGOYECT;CETOPROFENO;61186136000122 - VALEANT FARMACÊUTICA DO BRASIL LTDA;ANTINFLAMATORIOS;105750059
ALGY-FLANDERIL;IBUPROFENO;30222814000131 - VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;ANTINFLAMATORIOS ANTIREUMATICOS;103920065
ALICURA;CAFEÍNA + ÁCIDO ACETILSALICÍLICO;84684620000187 - LABORATORIO CATARINENSE LTDA;ANALGESICOS NAO NARCOTICOS;100660047
ALIMAX;HEPARINA SÓDICA SUÍNA;44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;ANTICOAGULANTES + ANTINFLAMATORIOS;102980347
ALIMTA;PEMETREXEDE;43940618000144 - ELI LILLY DO BRASIL LTDA;ANTINEOPLASICO;112600166
ALIVBABY;NISTATINA + ÓXIDO DE ZINCO;44010437000181 - CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA;ANTIMICOTICOS PARA USO TOPICO;107150161
ALIVDIP;DIPIRONA;17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A;ANALGESICOS NAO NARCOTICOS;103700624
ALIVIOL;CÂNFORA + MENTOL + SALICILATO DE METILA;17562075000169 - CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;RUBEFACIENTES;115600036
ALIVIUM;IBUPROFENO;61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;ANALGESICOS NAO NARCOTICOS;178170807
ALIVPRESS;BESILATO DE ANLODIPINO;02814497000107 - CIMED INDUSTRIA S.A;ANTI-HIPERTENSIVOS SIMPLES;143810163
ALKERAN;MELFALANA;02433631000120 - ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA;ANTINEOPLASICOS CITOTOXICOS;137640150
ALLEGRA;CLORIDRATO DE FEXOFENADINA;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;ANTI-HISTAMINICOS SISTEMICOS;183260359
ALLEGRA D;CLORIDRATO DE FEXOFENADINA + CLORIDRATO DE PSEUDOEFEDRINA;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;DESCONGESTIONANTES NASAIS SISTEMICOS;183260313
ALLENASAL;ACETONIDA DE TRIANCINOLONA;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;GLICOCORTICOIDES SISTEMICOS;183260447
ALLEP;BILASTINA;05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;ANTI-HISTAMINICOS SISTEMICOS;155840615
ALLEP PEDIÁTRICO;BILASTINA;05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;ANTI-HISTAMINICOS SISTEMICOS;155840618
ALLESTRA;ETINILESTRADIOL + GESTODENO;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;ANTICONCEPCIONAIS;105730264
ALLEXOFEDRIN;CLORIDRATO DE FEXOFENADINA;57507378000365 - EMS S/A;ANTI-HISTAMINICOS SISTEMICOS;102350637
ALLEXOFEDRIN D;CLORIDRATO DE FEXOFENADINA + CLORIDRATO DE PSEUDOEFEDRINA;57507378000365 - EMS S/A;ANTI-HISTAMINICOS SISTEMICOS;102350860
ALLEXOFEDRIN PEDIÁTRICO;CLORIDRATO DE FEXOFENADINA;57507378000365 - EMS S/A;ANTI-HISTAMÍNICOS PARA USO SISTÊMICO;102351327
ALLOVITA;MINOXIDIL;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;ANTIALOPECIA;167730629
ALLUNY;DIENOGESTE;17440261000125 - MYRALIS INDÚSTRIA FARMACÊUTICA LTDA;PROGESTAGENOS SIMPLES;114620011
ALLURENE;DIENOGESTE;18459628000115 - BAYER S.A.;PROGESTAGENOS SIMPLES;170560088
ALOFF;DESLORATADINA;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;ANTI-HISTAMINICOS SISTEMICOS;100431386
ALOFF XPE;DESLORATADINA;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;ANTI-HISTAMINICOS SISTEMICOS;100431380
ALOIS;CLORIDRATO DE MEMANTINA;62462015000129 - APSEN FARMACEUTICA S/A;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;101180592
ALOIS DUO;CLORIDRATO DE DONEPEZILA + CLORIDRATO DE DONEPEZILA MONOIDRATADO + CLORIDRATO DE MEMANTINA;62462015000129 - APSEN FARMACEUTICA S/A;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;101180628
ALOND;PREGABALINA;36674526000102 - UPJOHN BRASIL IMPORTADORA E DISTRIBUIDORA DE MEDICAMENTOS LTDA.;ANTICONVULSIVANTES;115350009
ALOPURINOL;ALOPURINOL;73856593000166 - PRATI DONADUZZI & CIA LTDA;ANTIGOTOSOS;125680191
ALOXIDIL;MINOXIDIL;61517397000188 - THERASKIN FARMACEUTICA LTDA.;ANTIALOPECIA;101910304
ALOZEX;ALFAESTRADIOL;49475833000106 - BIOLAB SANUS FARMACÊUTICA LTDA;ANTIALOPECIA;109740270
ALPES;CLORIDRATO DE BUPROPIONA;43312503000105 - SUPERA FARMA LABORATÓRIOS S.A;ANTIDEPRESSIVOS;103720276
ALPES XL;CLORIDRATO DE BUPROPIONA;43312503000105 - SUPERA FARMA LABORATÓRIOS S.A;ANTIDEPRESSIVOS;103720305
ALPHABRIN;TARTARATO DE BRIMONIDINA;03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A;ANTIGLAUCOMATOSOS;154230138
ALPHACAINE;CLORIDRATO DE LIDOCAINA + EPINEFRINA;33112665000146 - DFL INDÚSTRIA E COMÉRCIO S/A;ANESTESICOS LOCAIS;101770016
ALPHAGAN;TARTARATO DE BRIMONIDINA;43426626000177 - ALLERGAN PRODUTOS FARMACÊUTICOS LTDA;ANTIGLAUCOMATOSOS;101470142
ALPHALIV;PASSIFLORA INCARNATA L.;09545589000188 - MABRA FARMACEUTICA LTDA;ANSIOLITICOS SIMPLES;177940038
ALPHANATE;FATOR VIII DE COAGULAÇÃO + FATOR DE VON WILLEBRAND;02513899000171 - GRIFOLS BRASIL LTDA;FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA;136410014
ALPHANINE;FATOR IX DE COAGULAÇÃO;02513899000171 - GRIFOLS BRASIL LTDA;FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA;136410016
ALPHANINE SD;;68949239000146 - UNITED MEDICAL LTDA;OUTROS DERIVADOS DO SANGUE E SUBSTITUTOS;125760003
ALPRAZOLAM;ALPRAZOLAM;57507378000365 - EMS S/A;ANSIOLITICOS SIMPLES;102350663
ALPROXY;ALPROSTADIL;38909503000157 - OPEM REPRESENTAÇÃO IMPORTADORA EXPORTADORA E DISTRIBUIDORA LTDA;VASODILATADORES;127480029
ALTAD;COLECALCIFEROL;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;VITAMINAS;100431202
ALTAD CAPS;COLECALCIFEROL;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;VITAMINA D E ANÁLOGOS;100431261
ALTIVA;CLORIDRATO DE FEXOFENADINA;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;ANTI-HISTAMINICOS SISTEMICOS;100431273
ALTRYXEN;DECITABINA;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;ANTINEOPLASICOS CITOTOXICOS;100431421
ALTVEN;CLORIDRATO DE VENLAFAXINA;11643096000122 - MYLAN LABORATORIOS LTDA;ANTIDEPRESSIVOS;188300085
ALURAX;DIENOGESTE;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;PROGESTAGENOS SIMPLES;100431405
ALZ;CLORIDRATO DE MEMANTINA;44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;102980460
ALZYNAMIN;BROMIDRATO DE GALANTAMINA;61282661000141 - LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;106460211
AMAGLYN;GLIMEPIRIDA;17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A;ANTIDIABETICOS;103700614
AMALFI;ISOTRETINOÍNA;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;PRODUTOS ANTI-ACNE;100431425
AMARYL;GLIMEPIRIDA;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;ANTIDIABETICOS;183260388
AMATO;TOPIRAMATO;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;ANTICONVULSIVANTES;100430959
AMBISOME;ANFOTERICINA B;68949239000146 - UNITED MEDICAL LTDA;ANTI-FUNGICOS;125760007
AMBROFLUX;CLORIDRATO DE AMBROXOL;02932074000191 - HYPERA S.A.;EXPECTORANTES BALSAMICOS E MUCOLITICO;172870449
AMBROL;CLORIDRATO DE AMBROXOL;46179008000168 - BRASTERAPICA INDUSTRIA FARMACEUTICA EIRELI;EXPECTORANTES BALSAMICOS E MUCOLITICO;100380048
AMBROXMEL;CLORIDRATO DE AMBROXOL;02814497000107 - CIMED INDUSTRIA S.A;EXPECTORANTES BALSAMICOS E MUCOLITICO;143810087
AMENIFLAC;PARACETAMOL;31673254000102 - LABORATÓRIOS B. BRAUN S/A;ANALGESICOS;100850148
AMGEVITA;ADALIMUMABE;18774815000193 - AMGEN BIOTECNOLOGIA DO BRASIL LTDA.;ANTINFLAMATORIOS ANTIREUMATICOS;102440015
AMICORED;CIANOCOBALAMINA;05155425000193 - CASULA & VASCONCELOS INDÚSTRIA FARMACÊUTICA E COMÉRCIO LTDA;VITAMINAS E SUPLEMENTOS MINERAIS;164000007
AMINOFILINA;AMINOFILINA;17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A;BRONCODILATADORES;103700445
AMINOSTERIL N-HEPA 8%;ACETATO DE LISINA + ACETILCISTEÍNA + ALANINA + ARGININA + FENILALAMINA + GLICINA + HISTIDINA + ISOLEUCINA + LEUCINA + LEVOVALINA + PROLINA + SERINA + TREONINA + TRIPTOFANO + METIONINA (11 C);49324221000104 - FRESENIUS KABI BRASIL LTDA;NUTRIENTES PARENTERAIS;100410133
AMINOVEN;ACETATO DE LISINA + ALANINA + ARGININA + FENILALANINA + GLICINA + HISTIDINA + ISOLEUCINA + L-ALANINA + L-FENILALANINA + L-HISTIDINA + L-ISOLEUCINA + L-LEUCINA + L-METIONINA + L-PROLINA + L-SERINA + L-TREONINA + L-TRIPTOFANO + LEUCINA + LEVOVALINA + PROLINA + SERINA + TAURINA + TIROSINA + TREONINA + TRIPTOFANO;49324221000104 - FRESENIUS KABI BRASIL LTDA;NUTRIENTES PARENTERAIS;100419935
AMIOBAL;CLORIDRATO DE AMIODARONA;61150447000131 - LABORATÓRIOS BALDACCI LTDA;ANTIARRITMICOS;101460069
AMIORON;CLORIDRATO DE AMIODARONA;03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A;ANTIARRITMICOS;154230002
AMITIZA;LUBIPROSTONA;60397775000174 - TAKEDA PHARMA LTDA.;OUTROS LAXANTES;106390280
AMIXAL;ACETATO DE LISINA + ALANINA + ARGININA + FENILALANINA + GLICINA + HISTIDINA + ISOLEUCINA + LEUCINA + LISINA + PROLINA + SERINA + TIROSINA + TREONINA + TRIPTOFANO + VALINA + LEVOMETIONINA + METIONINA (11 C) + ÁCIDO ASPÁRTICO + ÁCIDO GLUTÂMICO;31673254000102 - LABORATÓRIOS B. BRAUN S/A;NUTRIENTES PARENTERAIS;100850145
AMLODIL;BESILATO DE ANLODIPINO;30222814000131 - VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;ANTI-HIPERTENSIVOS;103920150
AMLOTESS;BESILATO DE AMLODIPINA;03993167000199 - VIDFARMA INDÚSTRIA DE MEDICAMENTOS LTDA;ANTI-HIPERTENSIVOS SIMPLES;156200010
AMLOVASC;BESILATO DE ANLODIPINO;61286647000116 - SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;ANTI-HIPERTENSIVOS;100470275
AMMY;DROSPIRENONA;61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;ANTICONCEPCIONAIS;178170918
AMOME;FUROATO DE MOMETASONA MONOIDRATADO;61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;PRODUTOS PARA TERAPIA NASAL DE ACAO ESPECIFICA;178170887
AMORA;ACETATO DE CLORMADINONA + ETINILESTRADIOL;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;ANTICONCEPCIONAIS;100431298
AMOX-EMS;AMOXICILINA TRI-HIDRATADA;57507378000365 - EMS S/A;PENICILINA DE AMPLO ESPECTRO;102351194
AMOXICILINA;AMOXICILINA TRI-HIDRATADA;57507378000365 - EMS S/A;PENICILINA DE AMPLO ESPECTRO;102350455
AMOXICILINA + CLAVULANATO DE POTASSIO;AMOXICILINA + CLAVULANATO DE POTÁSSIO;57507378000365 - EMS S/A;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS;102350528
AMOXICILINA + CLAVULANATO DE POTÁSSIO;AMOXICILINA + CLAVULANATO DE POTÁSSIO;57507378000365 - EMS S/A;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS;102350845
AMOXICILINA TRI-HIDRATADA;AMOXICILINA TRIHIDRATADA;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;ANTIBIOTICOS SISTEMICOS SIMPLES;105730545
AMOXICILINA TRIHIDRATADA;AMOXICILINA TRIHIDRATADA;48113906000149 - 1FARMA INDUSTRIA FARMACEUTICA LTDA;PENICILINA DE AMPLO ESPECTRO;104810142
AMOXICILINA TRIIDRATADA;AMOXICILINA TRI-HIDRATADA;92265552000140 - MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;PENICILINA DE AMPLO ESPECTRO;118190092
AMOXICILINA+CLAVULANATO DE POTASSIO;AMOXICILINA TRI-HIDRATADA + CLAVULANATO DE POTÁSSIO;73856593000166 - PRATI DONADUZZI & CIA LTDA;ANTIBIOTICOS SISTEM -ASSOC MEDIC ENTRE ANTINFEC;125680256
AMOXIL;AMOXICILINA TRIHIDRATADA;33247743000110 - GLAXOSMITHKLINE BRASIL LTDA;PENICILINA DE AMPLO ESPECTRO;101070003
AMOXIMED;AMOXICILINA TRIHIDRATADA;02814497000107 - CIMED INDUSTRIA S.A;PENICILINA DE AMPLO ESPECTRO;143810016
AMPICILAB;AMPICILINA + AMPICILINA ANIDRA;92265552000140 - MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;PENICILINA DE AMPLO ESPECTRO;118190010
AMPICILINA;AMPICILINA;73856593000166 - PRATI DONADUZZI & CIA LTDA;PENICILINA DE AMPLO ESPECTRO;125680144
AMPICILINA BENZATINA+AMPICILIN;;17562075000169 - CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;PENICILINA DE AMPLO ESPECTRO;115600016
AMPICILINA SÓDICA;AMPICILINA SÓDICA;17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A;PENICILINA DE AMPLO ESPECTRO;103700299
AMPICILINA SÓDICA + SULBACTAM SÓDICA;AMPICILINA SÓDICA + SULBACTAM SÓDICO;04301884000175 - AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS;151670022
AMPICILINA SÓDICA + SULBACTAM SÓDICO;AMPICILINA SÓDICA + SULBACTAM SÓDICO;11643096000122 - MYLAN LABORATORIOS LTDA;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS;188300001
AMPLACILINA;AMPICILINA ANIDRA;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;PENICILINA DE AMPLO ESPECTRO;100430687
AMPLATIL;AMPICILINA SÓDICA;49324221000104 - FRESENIUS KABI BRASIL LTDA;ANTINFECCIOSOS;100410185
AMPLICTIL;CLORIDRATO DE CLORPROMAZINA;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;NEUROLEPTICOS;183260385
AMPLIUM G;NITRATO DE MICONAZOL + TINIDAZOL;61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;PRODS GINECOLOGICOS ANTINFECC TOPICOS ASSOC MEDICAMENTOSAS;178170806
AMPLOSPEC;CEFTRIAXONA;33258401000103 - INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;CEFALOSPORINAS;100630003
AMPRAX;CLORIDRATO DE PROPRANOLOL;30222814000131 - VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;ANTI-HIPERTENSIVOS;103920147
AMYTRIL;CLORIDRATO DE AMITRIPTILINA;44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;ANTIDEPRESSIVOS;102980225
ANA - FLEX;CAFEÍNA ANIDRA + CITRATO DE ORFENADRINA + DIPIRONA;44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;RELAXANTES MUSCULARES CENTRAIS-ASSOCIACOES MEDICAMENTOSAS;102980328
ANADOR;DIPIRONA MONOIDRATADA;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;ANALGESICOS NAO NARCOTICOS;183260471
ANAFRANIL;CLORIDRATO DE CLOMIPRAMINA;56994502000130 - NOVARTIS BIOCIENCIAS S.A;ANTIDEPRESSIVOS;100680061
ANANGOR;CLORIDRATO DE TRAMADOL;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;ANALGESICOS NARCOTICOS;105730712
ANASTROL;ANASTROZOL;94869054000131 - LABORATÓRIOS LIBRA DO BRASIL LTDA;ANTINEOPLASICO;120690039
ANASTROLIBBS;ANASTROZOL;61230314000175 - LIBBS FARMACÊUTICA LTDA;ANTINEOPLASICO;100330153
ANASTROZOL;ANASTROZOL;57507378000365 - EMS S/A;ANTINEOPLASICO;102351216
ANCLORIC;CLORIDRATO DE AMILORIDA + HIDROCLOROTIAZIDA;30222814000131 - VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;ASSOCIACAO DE FARMACOS COM ACAO DIURETICA;103920135
ANCORON;CLORIDRATO DE AMIODARONA;61230314000175 - LIBBS FARMACÊUTICA LTDA;ANTIARRITMICOS;100330162
ANDANTOL;CLORIDRATO DE ISOTIPENDIL;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;ANTIALERGICOS;105730324
ANDES;SUCCINATO DE DESVENLAFAXINA MONOIDRATADO;43312503000105 - SUPERA FARMA LABORATÓRIOS S.A;ANTIDEPRESSIVOS;103720279
ANDHORA;CLORIDRATO DE TRAZODONA;05254971000181 - ZYDUS NIKKHO FARMACÊUTICA LTDA;ANTIDEPRESSIVOS + OUTROS ANTIDEPRESSIVOS;156510084
ANDOLBA;BENZOCAÍNA + MENTOL + TRICLOSANA;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;ANESTESICOS LOCAIS;100431409
ANDRIODERMOL;HEXILRESORCINOL + PROPIONATO DE SÓDIO + UNDECILENATO DE SÓDIO + ÁCIDO PROPIÔNICO + ÁCIDO UNDECILÊNICO;60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;ANTIMICOTICOS PARA USO TOPICO;104971152
ANDROCORTIL;SUCCINATO SÓDICO DE HIDROCORTISONA;17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A;GLICOCORTICOIDES SISTEMICOS;103700463
ANDROCUR;ACETATO DE CIPROTERONA;18459628000115 - BAYER S.A.;PROGESTAGENOS SIMPLES;170560066
ANDROFLOXIN;NORFLOXACINO;17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A;ANTIBIOTICOS SISTEMICOS SIMPLES;103700245
ANDROGEL;TESTOSTERONA;11082598000121 - BESINS HEALTHCARE BRASIL COMERCIAL E DISTRIBUIDORA DE MEDICAMEN;HORMONIOS SEXUAIS EXCLUSIVE OCITOCICOS;187590003
ANDROSTEN;TRIBULUS TERRESTRIS L.;78950011000120 - HERBARIUM LABORATORIO BOTANICO LTDA;ANDROGENOS SIMPLES + FITOTERAPICO SIMPLES;118600070
ANDRUM;CLORIDRATO DE DORZOLAMIDA;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;ANTIGLAUCOMATOSOS;105730791
ANEMIFER;SULFATO FERROSO + SULFATO FERROSO HEPTAIDRATADO;25773037000183 - PHARMASCIENCE INDUSTRIA FARMACEUTICA S.A;ANTIANEMICOS SIMPLES;117170015
ANESEVO;SEVOFLURANO;33258401000103 - INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;ANESTESICOS GERAIS VOLATEIS E GASOSOS;100630219
ANESFENT;CITRATO DE FENTANILA;17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A;ANALGESICOS NARCOTICOS;103700587
ANESTALCON;CLORIDRATO DE PROXIMETACAÍNA;56994502000130 - NOVARTIS BIOCIENCIAS S.A;ANESTESICOS LOCAIS;100681087
ANESTÉSICO OCULUM;CLORIDRATO DE FENILEFRINA + CLORIDRATO DE TETRACAÍNA;43426626000177 - ALLERGAN PRODUTOS FARMACÊUTICOS LTDA;ANESTESICOS LOCAIS;101470049
ANESYN;CLORIDRATO DE ROPIVACAÍNA;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;ANESTESICOS LOCAIS;100430974
ANFORICIN B;ANFOTERICINA B;44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;ANTIBIOTICOS SISTEMICOS SIMPLES;102980229
ANFUGINE;NITRATO DE MICONAZOL + TINIDAZOL;58430828000160 - BLAU FARMACÊUTICA S.A.;PRODS GINECOLOGICOS ANTINFECC TOPICOS ASSOC MEDICAMENTOSAS;116370019
